time =  0.16951203346252441
0 0, 1000000000
1 1, 1000000000
2 2, 1000000000
3 3, 1000000000
4 4, 1000000000
5 5, 1000000000
6 6, 1000000000
7 7, 1000000000
8 8, 1000000000
9 9, 1000000000
10 10, 1000000000
11 11, 1000000000
12 12, 1000000000
13 13, 1000000000
14 14, 1000000000
15 15, 1000000000
16 16, 1000000000
17 17, 1000000000
18 18, 1000000000
20 19,20, 4
time =  5.21384072303772
0 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0, 114
1 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1, 106
2 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2, 97
3 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3, 88
4 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4, 78
5 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5, 75
6 19,18,17,16,15,14,13,12,11,10,9,8,7,6, 74
7 19,18,17,16,15,14,13,12,11,10,9,8,7, 68
8 19,18,17,16,15,14,13,12,11,10,9,8, 64
9 19,18,17,16,15,14,13,12,11,10,9, 55
10 19,18,17,16,15,14,13,12,11,10, 46
11 19,18,17,16,15,14,13,12,11, 39
12 19,18,17,16,15,14,13,12, 37
13 19,18,17,16,15,14,13, 35
14 19,18,17,16,15,14, 33
15 19,18,17,16,15, 24
16 19,18,17,16, 15
17 19,18,17, 7
18 19,18, 1
20 19,20, 5
time =  10.22783350944519
0 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0, 104
1 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1, 95
2 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2, 93
3 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3, 90
4 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4, 80
5 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5, 71
6 19,18,17,16,15,14,13,12,11,10,9,8,7,6, 61
7 19,18,17,16,15,14,13,12,11,10,9,8,7, 58
8 19,18,17,16,15,14,13,12,11,10,9,8, 53
9 19,18,17,16,15,14,13,12,11,10,9, 49
10 19,18,17,16,15,14,13,12,11,10, 43
11 19,18,17,16,15,14,13,12,11, 36
12 19,18,17,16,15,14,13,12, 31
13 19,18,17,16,15,14,13, 26
14 19,18,17,16,15,14, 25
15 19,18,17,16,15, 19
16 19,18,17,16, 17
17 19,18,17, 7
18 19,18, 5
20 19,20, 8
time =  15.267120361328125
0 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0, 119
1 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1, 114
2 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2, 110
3 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3, 104
4 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4, 99
5 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5, 94
6 19,18,17,16,15,14,13,12,11,10,9,8,7,6, 86
7 19,18,17,16,15,14,13,12,11,10,9,8,7, 76
8 19,18,17,16,15,14,13,12,11,10,9,8, 67
9 19,18,17,16,15,14,13,12,11,10,9, 57
10 19,18,17,16,15,14,13,12,11,10, 51
11 19,18,17,16,15,14,13,12,11, 41
12 19,18,17,16,15,14,13,12, 35
13 19,18,17,16,15,14,13, 29
14 19,18,17,16,15,14, 28
15 19,18,17,16,15, 19
16 19,18,17,16, 14
17 19,18,17, 9
18 19,18, 1
20 19,20, 9
time =  20.35757851600647
0 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0, 112
1 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1, 109
2 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2, 101
3 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3, 98
4 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4, 92
5 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5, 85
6 19,18,17,16,15,14,13,12,11,10,9,8,7,6, 81
7 19,18,17,16,15,14,13,12,11,10,9,8,7, 80
8 19,18,17,16,15,14,13,12,11,10,9,8, 74
9 19,18,17,16,15,14,13,12,11,10,9, 64
10 19,18,17,16,15,14,13,12,11,10, 56
11 19,18,17,16,15,14,13,12,11, 51
12 19,18,17,16,15,14,13,12, 46
13 19,18,17,16,15,14,13, 38
14 19,18,17,16,15,14, 33
15 19,18,17,16,15, 30
16 19,18,17,16, 20
17 19,18,17, 10
18 19,18, 3
20 19,20, 3
time =  25.39784812927246
0 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0, 107
1 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1, 98
2 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2, 88
3 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3, 84
4 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4, 74
5 19,18,17,16,15,14,13,12,11,10,9,8,7,6,5, 64
6 19,18,17,16,15,14,13,12,11,10,9,8,7,6, 61
7 19,18,17,16,15,14,13,12,11,10,9,8,7, 59
8 19,18,17,16,15,14,13,12,11,10,9,8, 55
9 19,18,17,16,15,14,13,12,11,10,9, 53
10 19,18,17,16,15,14,13,12,11,10, 50
11 19,18,17,16,15,14,13,12,11, 49
12 19,18,17,16,15,14,13,12, 44
13 19,18,17,16,15,14,13, 38
14 19,18,17,16,15,14, 29
15 19,18,17,16,15, 24
16 19,18,17,16, 17
17 19,18,17, 10
18 19,18, 7
20 19,20, 8
time =  30.413190364837646
