time =  0.13453221321105957
11 20,19,18,17,16,15,14,13,12,11, 60
12 20,19,18,17,16,15,14,13,12, 55
13 20,19,18,17,16,15,14,13, 49
14 20,19,18,17,16,15,14, 40
15 20,19,18,17,16,15, 35
16 20,19,18,17,16, 28
17 20,19,18,17, 21
18 20,19,18, 18
19 20,19, 8
time =  30.366897344589233
0 20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0, 137
1 20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1, 128
2 20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2, 118
3 20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3, 114
4 20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4, 110
5 20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5, 103
6 20,19,18,17,16,15,14,13,12,11,10,9,8,7,6, 98
7 20,19,18,17,16,15,14,13,12,11,10,9,8,7, 88
8 20,19,18,17,16,15,14,13,12,11,10,9,8, 86
9 20,19,18,17,16,15,14,13,12,11,10,9, 76
10 20,19,18,17,16,15,14,13,12,11,10, 71
11 20,19,18,17,16,15,14,13,12,11, 63
12 20,19,18,17,16,15,14,13,12, 55
13 20,19,18,17,16,15,14,13, 50
14 20,19,18,17,16,15,14, 40
15 20,19,18,17,16,15, 33
16 20,19,18,17,16, 28
17 20,19,18,17, 20
18 20,19,18, 17
19 20,19, 8
time =  35.40912747383118
0 20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0, 98
1 20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1, 88
2 20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2, 81
3 20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3, 77
4 20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4, 73
5 20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5, 65
6 20,19,18,17,16,15,14,13,12,11,10,9,8,7,6, 56
7 20,19,18,17,16,15,14,13,12,11,10,9,8,7, 55
8 20,19,18,17,16,15,14,13,12,11,10,9,8, 46
9 20,19,18,17,16,15,14,13,12,11,10,9, 44
10 20,19,18,17,16,15,14,13,12,11,10, 41
11 20,19,18,17,16,15,14,13,12,11, 39
12 20,19,18,17,16,15,14,13,12, 30
13 20,19,18,17,16,15,14,13, 28
14 20,19,18,17,16,15,14, 22
15 20,19,18,17,16,15, 15
16 20,19,18,17,16, 13
17 20,19,18,17, 10
18 20,19,18, 4
19 20,19, 1
