time =  0.10462713241577148
11 17,16,15,14,13,12,11, 45
12 17,16,15,14,13,12, 37
13 17,16,15,14,13, 32
14 17,16,15,14, 22
15 17,16,15, 15
16 17,16, 8
18 17,18, 1
19 17,18,19, 9
20 17,18,19,20, 17
time =  35.46091318130493
0 17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0, 88
1 17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1, 78
2 17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2, 71
3 17,16,15,14,13,12,11,10,9,8,7,6,5,4,3, 67
4 17,16,15,14,13,12,11,10,9,8,7,6,5,4, 63
5 17,16,15,14,13,12,11,10,9,8,7,6,5, 55
6 17,16,15,14,13,12,11,10,9,8,7,6, 46
7 17,16,15,14,13,12,11,10,9,8,7, 45
8 17,16,15,14,13,12,11,10,9,8, 36
9 17,16,15,14,13,12,11,10,9, 34
10 17,16,15,14,13,12,11,10, 31
11 17,16,15,14,13,12,11, 29
12 17,16,15,14,13,12, 20
13 17,16,15,14,13, 18
14 17,16,15,14, 12
15 17,16,15, 5
16 17,16, 3
18 17,18, 8
19 17,18,19, 11
20 17,18,19,20, 12
